datetime,power,temperature,humidity,wind_speed,irradiance
2023-01-01 00:00:00,93.29218322714529,26.131135155269142,81.99677718293,7.035532445628139,11.462556264824002
2023-01-01 01:00:00,111.7064055233941,24.861178246904306,79.11205580889987,5.330049220701208,68.70362393735903
2023-01-01 02:00:00,137.7884920910011,26.43308392544806,73.28853290636745,6.744102669847397,199.86264263296735
2023-01-01 03:00:00,165.39614338497387,28.183766562062726,67.37191782927034,5.554990493956574,312.16889267590665
2023-01-01 04:00:00,183.59652692027564,24.669400099800004,70.99111656806795,9.041176050046111,403.67669032645006
2023-01-01 05:00:00,212.48866809613966,24.669432935348315,65.84971260364655,9.738440129822354,540.8698164865865
2023-01-01 06:00:00,222.67279993640108,28.29613248026146,64.47596610013866,5.361582376289693,572.6814254405961
2023-01-01 07:00:00,237.29024585342987,26.672576307552493,59.293573331872025,9.775576036458506,614.601580296148
2023-01-01 08:00:00,244.7053143562563,24.198758077376773,57.74776357659668,7.612882996683726,690.9110380857694
2023-01-01 09:00:00,252.8027588466319,26.222826936418606,46.717222224398945,6.497828389769369,703.5786993397004
2023-01-01 10:00:00,258.48458964009245,24.21087146362175,53.59658927140505,5.384310376380817,771.1286660453194
2023-01-01 11:00:00,245.42646174170574,24.206247342106163,46.49911062912598,7.503121340352089,776.4947679590331
2023-01-01 12:00:00,261.2669831800698,25.621631392378745,55.37630436312632,8.972577722453742,818.3078055112032
2023-01-01 13:00:00,249.6791407791131,21.31114635993108,42.06517351521614,8.53543238633349,782.1650836071377
2023-01-01 14:00:00,232.23085790357558,21.68787118422061,55.68943795905967,5.251130057319869,770.4053427153497
2023-01-01 15:00:00,227.5846454195299,24.01313179076473,50.382952199515024,5.364509176839517,726.3924691809414
2023-01-01 16:00:00,218.10747830988907,23.11204460857783,49.24290998192775,7.014366413163185,727.5973500646177
2023-01-01 17:00:00,201.3631158544181,25.766201514437224,53.69828515319058,6.476452470239717,628.2578169106299
2023-01-01 18:00:00,187.48317756786776,23.321658698204253,58.39826345902839,6.161921615280239,602.3365658188221
2023-01-01 19:00:00,164.64969036985192,22.313099446576093,66.00311540854737,6.405022494543568,503.29217844934203
2023-01-01 20:00:00,156.2846416330168,28.069004387089784,70.11417744017751,9.017413716484423,409.64133454670764
